EntrezID	hsa-let-7b-5p	hsa-let-7c-5p	hsa-miR-1-3p	hsa-miR-101-3p	hsa-miR-103a-3p	hsa-miR-106b-5p	hsa-miR-141-3p	hsa-miR-155-5p	hsa-miR-15a-5p	hsa-miR-16-5p	hsa-miR-17-5p	hsa-miR-18a-5p	hsa-miR-192-5p	hsa-miR-193b-3p	hsa-miR-200a-3p	hsa-miR-200c-3p	hsa-miR-206	hsa-miR-20a-5p	hsa-miR-215-5p	hsa-miR-26b-5p	hsa-miR-302c-3p	hsa-miR-30a-5p	hsa-miR-98-5p
151	NA	0.0092	NA	0	-0.01755	-0.00605	0.013	NA	-0.0047	2.94E-02	0.03945	NA	0.05105	NA	0.0074	NA	NA	0.02365	-0.0042	NA	NA	NA	NA
152	-0.276053234	0.0524	-0.032430551	-0.344652577	0.0558	0.013086006	0.16345	-0.276053234	0.16415	-4.04E-02	0.06845	0.051033346	0.03935	0.063331204	0.139	0.393038796	0.015226069	0.11715	0.00945	4.44E-16	0.082763726	-0.276053234	0.194188024
153	0.02831395	0.01595	8.88E-16	0.097666904	0.00095	-0.0023	-0.019	8.88E-16	-0.00875	-8.62E-04	0.0308	-0.01034875	0.02115	0.020843929	-0.0255	NA	0.02005431	0.0276	0.0083	NA	-0.074955842	8.88E-16	NA
154	-1.509206034	NA	-0.054196176	0.018166163	NA	-0.117299935	NA	-1.881134171	NA	-1.78E+00	NA	0.004339425	NA	-0.050715029	NA	-1.933232352	-0.111917978	NA	NA	0.005110549	-0.043211392	0.00802981	-0.024342093
155	8.88E-16	-0.00655	8.88E-16	-0.02325621	-0.00175	0.0046	-0.0103	0.000882502	-0.01205	2.00E-04	0.01825	0.036488931	0.04675	0.022814778	-0.0168	NA	-0.02357211	-0.00285	0.032	-0.033918772	0.001554169	0.003098086	0
156	-0.506360874	-0.02595	-0.127081359	-0.066628375	-0.09085	-0.022025212	0.0349	-0.154608409	0.0214	-1.14E-01	0.0791	-0.033029387	0.07655	-0.019169818	0.0203	NA	-0.000603231	0.06645	0.0807	0.001554465	0.013764408	0.140821764	0.065599829
157	0.034813887	-0.03755	-0.115693602	2.19E-05	-0.0816	0.043317991	-0.02605	0.299195644	-0.11155	-1.43E-01	-0.1293	0.042614591	-0.06085	0.034423399	-0.0308	NA	0.013662516	-0.0027	-0.0157	-0.005297747	0.014190917	-0.115693602	4.44089E-16
158	0.259395672	-0.0881	0.041129031	-0.123449307	0.0308	-0.076031743	-0.0371	0.401269521	-0.0437	1.96E-01	-0.08605	-0.111183255	-0.0088	0.001239695	-0.0456	-1.398162894	-0.02582915	-0.15035	0.0067	-1.232089139	-0.106107655	0.15999472	-0.134215394
159	0.149300987	0.0162	-0.287565597	0.301751736	-0.0001	0.142126273	0.0346	-0.258276392	-0.1863	-6.04E-01	-0.0188	-0.129265318	-0.06275	-0.151395233	0.0731	-0.22449964	0.11464999	-0.03805	-0.06645	0.175187582	-0.233471215	0.060484224	-0.273193585
160	-2.006528009	-0.00175	-0.056774982	-0.028469235	-0.00795	0.01155	-0.00985	-2.532683001	-0.0197	-1.39E+00	0.0314	0.0147749	0.02405	0.079582339	-0.0179	0.306628623	-0.051680721	0.02155	0.0236	NA	0.132172419	-0.61209286	0.273723343
161	-0.222563926	NA	-0.080668922	0.096965942	NA	0.079219345	NA	-0.080668922	NA	-8.07E-02	NA	-0.04316031	NA	0.029421397	NA	-0.266721655	-0.078688446	NA	NA	-0.023952771	0.11011531	-0.062878282	0.07387108
162	-0.405502964	0.022	0.133279908	-0.078070714	-0.0125	0.013823194	-0.00775	-0.349184222	0.04685	5.37E-02	0.0212	-0.34065609	-0.0523	0.13857618	0.0004	0.949137228	0.00064017	-0.0335	0.03125	0.051899385	0.16101479	-0.161413399	-0.11396837
163	-0.056412053	-0.0177	-0.24515643	0.076415329	0.0105	-0.187563968	0.0312	-0.376024502	0.0352	-8.27E-02	-0.0609	-0.054489542	0.031	0.032480989	0.0006	-0.189192614	-0.269139196	-0.04775	0.03845	-0.169681954	0.106967883	0.09463974	0.237720143
164	-0.009282982	0.02665	-0.033291609	-0.305128265	-0.0766	-0.14898671	-0.0753	-0.256453998	-0.12485	-2.36E-01	-0.028	0.070346152	0.01735	0.098160037	-0.0761	1.039575162	-0.406709345	-0.14075	0.04035	-0.260218253	-0.105655741	0.152652392	0.097257105
165	0	0.0027	0.093946573	-0.000600387	0.0022	-0.0016	0.0214	0	0.0027	-9.43E-03	0.05665	0.06216704	0.0347	0.07837	0.01535	-2.618281482	0.016560762	0.0032	0.0338	-0.001182052	0.073823322	0	-0.017681269
166	-0.537334957	0.00015	-0.186346973	-0.375859643	-0.0045	-0.0079	0.00285	-0.345715359	0.03255	-2.43E-02	0.0271	0.04900741	0.0618	-0.048477293	0.00305	0.051288925	-0.148159359	0.02015	0.03835	NA	0.059638884	-0.231682715	0.214118902
167	-0.000161009	0.00555	-0.000161009	-0.000814524	0.00805	-0.0128	-0.0067	-0.000161009	0.02895	-9.73E-03	-0.0033	0.011966068	-0.0378	-0.02504649	-0.0466	NA	0.018365818	0.0152	0.01585	0	-0.002816063	-0.000161009	0
173	8.88E-16	NA	8.88E-16	0	NA	4.44089E-16	NA	8.88E-16	NA	8.88E-16	NA	-0.043237936	NA	0.023007212	NA	NA	-0.048043953	NA	NA	0	0.004758714	8.88E-16	0
174	0.699389241	-0.0687	-0.003620093	0.002678952	-0.065	-0.00595	0.01125	0.243583433	-0.00425	-1.34E-01	-0.0329	-0.009212387	0.02345	-0.033466527	0.0488	-0.096575012	-0.041166514	0.0064	-0.00495	0	0.015486999	0.077484146	-0.021931064
175	0.973702906	-0.00125	0.027318621	-0.283555422	0.01945	-0.031408306	0.0064	0.375910146	-0.10755	2.78E-01	-0.0558	-0.123341653	-0.03605	0.001072872	-0.00125	0.855270935	-0.220226769	-0.01825	-0.0543	1.487710624	-0.032655868	0.280421842	0.806956285
176	0	0.0027	0	-0.008878769	0.00195	-0.002	0.0144	0	-0.03465	-8.50E-03	0.0247	0.023984193	0.07065	0.005892175	-0.003	NA	0.016005561	0.01255	0.02835	NA	-0.010551775	0	NA
177	NA	-0.00715	NA	NA	0.0012	-0.00645	-0.0215	NA	-0.0015	7.11E-02	0.015	-0.01983282	0.0344	0.00961051	-0.00905	NA	0.030901429	0.01195	0.03535	NA	-0.016008536	NA	NA
178	0.475223867	-0.03275	-0.535088628	-0.066851813	-0.0093	-0.036527762	-0.0588	0.215646262	0.02275	-1.02E-01	0.0109	-0.020382214	-0.1258	-0.027384859	-0.03305	-0.131261813	-0.03052062	0.015	-0.1683	-0.255749917	-0.06433248	0.105016944	-0.078485039
181	8.88E-16	NA	8.88E-16	0	NA	4.44089E-16	NA	8.88E-16	NA	8.88E-16	NA	0.031005045	NA	0.041773136	NA	NA	0.024575583	NA	NA	0	-0.009526834	8.88E-16	0
182	-1.038658649	0.12065	-0.344454659	-0.18699639	0.10635	0.117148875	-0.1155	-1.714644275	0.051	-3.26E-01	0.0052	0.076193329	-0.10205	-0.081206748	-0.06135	0.283179752	-0.035646649	0.01685	-0.05175	-0.711457896	0.413446161	-0.05150438	-0.797864506
183	-0.000619328	-0.03735	0	0	0.0032	0.003426294	0.01745	0.184966555	0.00915	-5.65E-03	0.0023	0.014461934	-0.018	-0.039584901	-0.03245	0.024078703	0.045960583	-0.01925	-0.0031	0.623239847	-0.033264702	0	-0.012623767
185	1.492740039	NA	-0.05606362	0	NA	NA	NA	0.140836794	NA	4.31E-01	NA	0.00508578	NA	0.011314267	NA	-0.174536639	-0.002146119	NA	NA	NA	-0.002661888	-0.05606362	0.129061841
186	8.88E-16	-0.09395	0.007136446	0.001079043	-0.00935	-0.0222	0.02265	8.88E-16	-0.0375	-5.23E-02	-0.00135	0.041851203	0.03755	0.042851986	0.00215	NA	-0.044376875	-0.0131	0.02905	0	-0.047906634	8.88E-16	0
187	-0.000538385	0.0007	0.069287661	-0.004054318	-0.00875	-0.0022	0.00875	-0.000538385	0.001	5.93E-03	0.00785	-0.01801405	0.0649	0.023314211	-0.01215	0.144614711	0.027385437	0.0042	0.03385	0.000508714	0.043919026	-0.000538385	-0.031842667
189	8.88E-16	0.00555	8.88E-16	-0.021927484	0.02585	-0.0071	0.01805	8.88E-16	-0.01615	9.20E-03	0.02215	0.038635007	0.03445	-0.007028198	0.0001	NA	0.077799068	0.0402	0.0368	0	0.00151154	8.88E-16	0
190	-0.24560971	0.0015	0.560990757	2.14E-05	-0.0321	-0.001525	-0.0362	-0.061667108	-0.03835	-4.35E-02	0.00115	0.047276071	0.02865	0.017433156	0.0521	NA	0.127148456	0.0207	0.0131	0	-0.004931922	0.777511303	0
191	NA	NA	NA	NA	NA	-0.000250959	NA	NA	NA	NA	NA	-0.153321615	NA	0.045502875	NA	-0.095400735	-0.33769126	NA	NA	-0.31278009	-0.17338126	NA	-0.211308411
196	0.107368818	-0.0166	-0.198841574	0.039914052	0.06685	0.003747382	-0.05485	-0.316151924	0.0531	-4.78E-01	-0.0944	0.004154185	-0.07395	-0.176845485	-0.04735	0.794835403	-0.14033941	0.00135	-0.09565	-0.713688756	-0.11450986	-0.467666921	-0.656876011
197	8.88E-16	-0.13045	8.88E-16	-0.003169722	-0.00335	-0.0075	0.02155	8.88E-16	0.15705	1.32E-01	0.0253	0.003877529	0.01005	0.080092617	0.01625	NA	0.079065518	0.01175	-0.00455	NA	0.052105135	8.88E-16	NA
199	NA	NA	NA	NA	NA	4.44089E-16	NA	NA	NA	NA	NA	-0.005754919	NA	-0.003380483	NA	NA	-0.033229289	NA	NA	0	-0.006010738	NA	0
202	-0.356344738	NA	0.752900763	0.086220364	NA	-1.210655146	NA	0.41306453	NA	-2.30E+00	NA	0.078739876	NA	-0.056570053	NA	0.50798929	-0.071597879	NA	NA	-0.508618913	-0.009263914	-1.250520469	-0.56958398
203	-0.892435665	0.0179	0.337822231	-0.060982208	0.02475	-0.000736277	0.00245	-0.306894797	0.01115	-2.27E-02	0.0158	0.12780316	0.04055	0.05454732	-0.0083	0.507239088	0.110990853	0.0206	0.0269	-0.035553987	-0.062260491	-0.414415539	0.109033982
204	-0.200159925	0.0072	0.145511208	-0.096087181	-0.0063	0.170405882	0.03505	-0.621586561	-0.00015	1.37E-01	0.025	-0.045246794	0.0556	-0.036056144	0.0217	0.086472154	0.148864373	0.01655	0.0569	-0.577327071	-0.162252125	-0.434781554	-0.976248054
205	0.426512659	-0.04305	-1.10067876	0.344250576	0.06125	0.087	-0.0213	-0.055620444	-0.00485	-8.32E-02	0.15175	-0.172974919	-0.0302	-0.104051001	-0.06705	-0.062009971	-0.109760161	0.1352	0.04885	NA	-0.563422089	0.537585119	-0.033541555
207	-0.558056264	0.0315	-0.211259679	-0.207314345	-0.01475	-0.04095	0.00325	-0.236778708	-0.02395	-1.17E-01	-0.05945	-0.134002135	-0.0575	0.005573099	0.02415	0.858665273	-0.084015153	-0.0867	-0.06975	NA	-0.040274976	-0.188449913	0.267693406
208	-0.155417364	-0.01185	0.163400244	0.0578644	-0.0421	-0.167794391	0.0212	-0.025793117	0.0049	-2.41E-02	0.0319	-0.000059679	0.05735	-0.012961797	0.01615	NA	0.002077795	0.00925	0.0289	-0.023605367	0.022978737	-0.005342638	0.018925796
210	-0.10559705	NA	0.131383334	-0.225446704	NA	0.149025275	NA	-0.152829375	NA	2.36E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.594397775	NA	-0.021102786	-0.025496409
211	0.293239999	0.0268	-0.005914773	0.154751539	-0.05645	0.03055	0.0216	0.579314381	-0.083	9.36E-02	-0.0382	0.043745343	0.0361	0.067644701	0.057	-0.071412092	0.052145699	-0.02095	-0.00315	NA	0.006506176	0.175788188	0.025357667
212	8.88E-16	NA	8.88E-16	0	NA	4.44089E-16	NA	8.88E-16	NA	8.88E-16	NA	0.021214318	NA	-0.03048054	NA	NA	-0.016283133	NA	NA	0	0.016855783	8.88E-16	0
213	8.88E-16	NA	8.88E-16	-0.004623521	NA	4.44089E-16	NA	0.067042729	NA	8.88E-16	NA	0.018861874	NA	0.032413453	NA	NA	-0.024718416	NA	NA	0	-0.052085378	8.88E-16	0
214	0.099689786	0.01235	-0.395210678	0.209968273	0.001	-0.0393	-0.09435	-0.544341655	-0.08	-6.72E-01	-0.24145	-0.533253325	-0.4236	-0.02237045	-0.01295	-2.294073675	-0.41198836	-0.0978	-0.3508	NA	-0.059969405	-0.013344918	-0.494123671
215	-0.00271019	-0.0021	0.079536842	0.039273223	0.0041	0.013385246	0.0042	-0.00271019	0.013	1.70E-02	0.03535	0.151341308	0.056	-0.066917379	-0.00675	NA	0.157741437	0.03685	0.07245	0	0.229558373	-0.00271019	0
216	8.88E-16	0.0071	8.88E-16	0	0.00245	0.0026	0.0055	8.88E-16	-0.01055	-2.04E-02	0.0169	0.022703813	0.0444	0.033824381	-0.0366	NA	0.039785509	-0.03465	0.00575	NA	0.020794695	8.88E-16	NA
217	0.437848326	0.02785	-0.080773973	-0.000681569	-0.0375	0.128142032	0.0075	0.411785623	-0.0342	-1.91E-01	0.06785	-0.019863627	0.1204	0.055118318	0.05895	-0.516256773	0.02308466	0.06035	0.0371	0	-0.001368185	-0.23382112	-0.039324992
218	0.528539484	0.1521	0.024299789	-0.073062423	0.00675	-0.012325	0.05735	0.116702517	0.03585	-1.10E-01	0.0022	0.225563446	-0.03975	0.121045706	0.04405	1.455148765	-0.545081727	0.00615	-0.00875	0.084038495	0.620776578	-0.462545693	2.711718842
219	-2.058112184	0.03905	0.181048619	0.031370437	0.03805	0.0166	0.06545	-3.436706819	-0.0277	-2.94E-01	0.0012	-0.253976716	-0.0157	-0.148331386	0.05335	0.323793594	-0.123670959	-0.031	-0.0303	NA	-0.29752242	0.649113212	-0.418897294
220	-0.955088502	0.0487	0.261530827	0	0.00955	-0.08935	0.02055	-0.703122292	0.04335	-9.03E-01	-0.199	0.56444798	-0.14355	0.223947275	0.048	-2.003937776	0.54178086	-0.18135	-0.01615	NA	-0.104423067	-0.011698672	0.098204366
221	0.169050988	-0.0124	0.330077897	-0.121701567	0.02465	-0.001140545	0.00835	0.253591576	0.005	3.41E-01	0.0479	0.285670109	0.0741	0.263855745	0.021	1.150176895	-0.001009451	0.03085	0.07635	0.075565206	0.053860487	0.225973392	0.690874016
222	-0.001065924	-0.06935	4.44E-16	-0.331552548	-0.05635	-0.125905782	-0.01125	4.44E-16	-0.02235	-1.71E-02	0.01105	0.06675997	0.06255	0.042258223	-0.0031	0.550519815	0.235514913	0.01275	-0.00535	0	0.273370745	4.44E-16	0.051583645
223	0.122907558	0.1032	0.165307634	0.303827668	0.07305	-0.22574624	0.01065	-0.087790047	0.01505	1.77E-01	-0.005	0.272984655	-0.14815	-0.187205515	0.003	-1.840827041	0.14374238	-0.1888	-0.05115	-0.274242151	-0.25799565	0.059345648	0.17787893
224	-0.101883442	0.00315	-0.185051441	0.111145474	0.01615	0.131932147	0.05	-0.533207781	0.0323	-1.53E-01	-0.02085	-0.103778331	0.06825	-0.00280178	0.06005	1.254739361	-0.075566763	0.0258	0.0791	-0.032601357	0.01240149	-0.120539286	0.190699709
225	8.88E-16	0.016	8.88E-16	0	-0.00095	0.00265	-0.0108	8.88E-16	0.01225	-3.05E-03	0.01435	-0.000904471	0.01785	-0.044690314	0.0063	NA	0.00393121	0.0095	0.01985	0	-0.049481906	8.88E-16	0
226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010640373	NA	0.081453394	NA	1.672389816	-0.00559913	NA	NA	NA	0.045690342	NA	0.476928825
229	4.44E-16	NA	0.001057002	-0.017503375	NA	4.44089E-16	NA	0.005818877	NA	4.44E-16	NA	0.012731301	NA	0.009353856	NA	0.121077137	0.098795063	NA	NA	0	0.042339441	4.44E-16	0.016985448
230	0.590476473	0.0028	-0.337452654	-0.019536042	0.0519	-0.124058454	-0.098	0.935192766	0.09855	7.49E-01	-0.0512	-0.156185569	0.0092	0.242641764	-0.03785	1.261463585	0.197697481	-0.0303	0.0016	-1.27078001	-0.051031784	0.130506678	-0.144060704
231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.060137801	NA	-0.110939226	NA	-3.582267731	-0.023092141	NA	NA	NA	0.225008947	NA	0.235273369
238	4.44E-16	0.0021	4.44E-16	0	-0.0033	0.00845	0.0295	4.44E-16	0.0116	6.98E-03	0.01985	-0.059896243	0.002	-0.06099294	0.01985	NA	-0.069431163	0.04785	0.03935	NA	0.009144342	4.44E-16	NA
239	8.88E-16	NA	8.88E-16	0.001650313	NA	4.44089E-16	NA	8.88E-16	NA	8.88E-16	NA	-0.01516598	NA	0.051319016	NA	NA	0.093988282	NA	NA	0	0.038250212	8.88E-16	0
240	-0.000411622	0.01275	-0.000411622	-0.001465398	0.00705	0.03175	0.04035	0.04237307	0.174	5.46E-02	0.06605	0.008662443	0.17015	-0.011179594	-0.0085	1.50600134	-0.073155322	0.12045	0.12445	0	0.061409535	-0.000411622	-0.017382072
241	8.88E-16	NA	0.347594667	0	NA	4.44089E-16	NA	8.88E-16	NA	8.88E-16	NA	-0.081080515	NA	0.159843171	NA	-4.654358418	-0.05488072	NA	NA	-0.000725554	-0.232724049	8.88E-16	-0.015548161
242	8.88E-16	-0.0027	8.88E-16	0	0.00885	-0.002375	-0.00025	8.88E-16	0.04345	4.06E-02	0.02215	0.056934688	0.0815	0.09723742	0.0228	-0.08048646	-0.001361954	0.03835	0.04465	0	0.11791733	8.88E-16	0.02312614
244	NA	0.03265	NA	NA	-0.00295	0.03215	-0.0317	NA	-0.05885	6.00E-02	0.00465	0.011190316	0.00335	0.039570279	-0.02445	NA	-0.005650768	-0.0296	0.0127	NA	-0.064837668	NA	NA
246	8.88E-16	0.13575	8.88E-16	0.038001048	-0.00495	-0.053497066	-0.0483	8.88E-16	0.13385	1.12E-01	0.05585	-0.056371799	-0.0757	-0.042121774	-0.0303	NA	-0.05943354	0.13195	0.01575	0.001017158	-0.054678492	8.88E-16	0
247	8.88E-16	-0.0126	8.88E-16	0	-0.00605	-0.00305	-0.01295	8.88E-16	0.0047	-8.22E-03	0.00095	-0.064936696	0.00795	-0.044197189	-0.0106	NA	0.002706982	0.0287	0.0132	0	-0.192522762	8.88E-16	0
248	8.88E-16	NA	8.88E-16	-0.027533642	NA	4.44089E-16	NA	8.88E-16	NA	8.88E-16	NA	-0.020405398	NA	-0.005768938	NA	NA	-0.04428258	NA	NA	0	0.023571706	8.88E-16	0
249	-0.311454547	0.00305	0.088887655	0.014696636	0.00325	-0.021225	0.0072	-0.311454547	0.00295	-5.81E-02	0.04525	0.000886955	0.01925	-0.013354712	-0.012	0.026157395	0.031794387	0.0095	0.0104	0	0.03571709	0.132524498	0.093170035
250	8.88E-16	-0.0068	8.88E-16	0	0.0037	0.03965	-0.01215	8.88E-16	-0.0076	1.16E-02	0.03475	0.042450905	0.0379	-0.155078835	-0.0125	1.035050499	0.4278283	0.0488	0.0369	NA	-0.225142545	8.88E-16	-0.129968352
251	-0.000258713	NA	-0.000258713	0	NA	4.44089E-16	NA	0.029667559	NA	-2.59E-04	NA	-0.022180499	NA	0.008376084	NA	NA	-0.043404235	NA	NA	4.44E-16	-0.026545196	-0.000258713	0
257	0	-0.0023	0	-4.44E-16	0.01085	0.009075	0.07425	0	0.0364	2.49E-02	0.0172	0.031278233	0.07935	0.056997181	0.02035	NA	0.014345894	0.0646	0.0564	0	0.089033251	0	0
258	8.88E-16	0.016	8.88E-16	0	-0.00285	0.007825	-0.00345	8.88E-16	-0.0086	1.90E-02	0.0286	0.009108884	0.06855	0.027265502	-0.00535	NA	0.06129088	0.0285	0.03655	0	0.021328625	8.88E-16	0
259	8.88E-16	0.0076	8.88E-16	0	0.0178	0.009375	-0.0012	8.88E-16	0.0139	1.37E-02	0.0372	0.013979122	-0.01615	0.012412742	0.0166	0.100940642	0.022656359	0.01485	0.0454	0	0.057915798	8.88E-16	0.024536919
262	NA	-0.01715	NA	NA	-0.0108	0.007934111	-0.0173	NA	-0.0581	-1.49E-01	-0.042	-0.219249356	-0.0875	-0.170808029	-0.021	0.439828969	-0.104746468	-0.0269	-0.07895	-0.040654894	-0.445220494	NA	-0.451767539
265	NA	0.01925	NA	NA	-0.00895	-0.0045	-0.0195	NA	-0.0175	-2.30E-02	0.0298	0.019926406	-0.0089	-0.056509643	-0.08745	NA	-0.021269473	-0.007	0.01335	NA	-0.027759176	NA	NA
266	NA	-0.01625	NA	NA	-0.1034	-0.03065	0.0326	NA	0.07645	1.65E-02	0.0103	0.033565764	-0.033	0.026148382	0.00735	NA	-0.005273844	0.0219	-0.0183	NA	0.020987135	NA	NA
267	-0.991672816	-0.0486	-0.154755756	-0.079732079	-0.1657	0.020372168	-0.06425	-0.878884491	-0.0278	-1.62E-01	-0.10245	-0.003667287	-0.0822	0.01445287	-0.0498	-1.126363194	-0.039292899	-0.06615	-0.12	0.565267357	0.053477438	-0.051566495	-0.038255664
268	-0.332473338	0.02995	0.171724549	-0.342702845	-0.0063	0.05419544	-0.109	-0.20331943	-0.0391	-4.50E-01	0.0694	0.039530251	0.0774	-0.119810599	-0.09105	0.889692946	-0.034501088	0.0613	0.0814	-4.44E-16	0.303410357	-0.129567123	0.055984042
269	8.88E-16	0.03045	8.88E-16	0	0.00475	-0.012575	0.00345	8.88E-16	0.02475	1.47E-02	0.00055	-0.097286131	-0.03635	0.134880186	0.0253	0.20716303	-0.009954897	-0.00715	0.00225	0	-0.334874644	8.88E-16	0.05279735
270	8.88E-16	-0.0109	8.88E-16	0.106440902	-0.04885	0.0009	0.0413	8.88E-16	0.04075	3.63E-02	0.0698	-0.043798736	0.05695	0.023099725	0.01125	NA	0.009104007	0.0303	0.0284	0	-0.06110029	8.88E-16	0
271	-0.367191205	-0.0147	0.165530438	0.240605724	0.0436	-0.122597909	-0.1041	1.040764471	0.1487	3.85E-01	-0.01045	0.007023851	0.09635	0.00035033	-0.0936	NA	-0.029430749	-0.12465	0.1217	0.019799492	0.027909901	0.059308993	-0.015883183
272	0.381104432	0.0246	0.09787966	0.013109643	-0.0582	-0.114621323	-0.05645	0.163711234	-0.06185	-6.10E-02	-0.129	-0.021381888	-0.05965	-0.029301853	-0.01725	-0.140153635	-0.009932788	-0.2354	-0.13625	-8.29E-05	-0.002308696	0.006479115	0.025292463
273	8.88E-16	0.0046	8.88E-16	0	0.00225	0.00205	-0.00965	8.88E-16	0.0125	1.71E-02	-0.00945	0.006659491	-0.00985	0.004638696	-0.0253	-0.031463408	-0.010595537	-0.0386	-0.0139	0	0.020461106	8.88E-16	-0.013155388
274	0.003742	NA	0.187280434	0.008377823	NA	0.411091864	NA	-0.196281488	NA	-2.37E-01	NA	0.065022336	NA	0.075659229	NA	-2.090231917	-0.035075293	NA	NA	-0.231641188	0.615628753	0.061487792	0.184729334
275	8.88E-16	0.01185	0.442342619	0.038585655	0.0089	-0.00155	0.03705	8.88E-16	0.08275	5.77E-02	0.0795	0.042211279	0.0456	0.068400008	0.01605	-0.029896179	0.034698684	0.05075	0.04685	NA	0.014149733	0.0346008	-0.007866389
276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007595143	NA	0.036956688	NA	NA	0.011945482	NA	NA	NA	0.02935142	NA	NA
278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.006466334	NA	-0.064934893	NA	0.849868766	-0.12781139	NA	NA	NA	-0.184224908	NA	-0.364026889
279	NA	0.0104	NA	NA	0.0215	0.05835	-0.01615	NA	0.1318	1.18E-01	0.05305	-0.020526496	0.03725	-0.0213054	0.0249	NA	-0.015028724	0.07315	0.04755	NA	-0.015940833	NA	NA
280	8.88E-16	-0.01485	8.88E-16	0	0.04195	0.030825	-0.0138	8.88E-16	0.17285	9.20E-02	0.07455	0.028475343	-0.02485	0.043971948	0.06235	NA	-0.005849893	0.10635	0.0354	0	0.049577972	8.88E-16	0
283	0.832004291	0.0579	0.400959919	0.080077794	0.0809	-0.00565	-0.05605	1.290103077	0.18015	2.01E-01	-0.01335	0.349152433	-0.0892	0.093861179	-0.0271	0.935576767	0.22750539	-0.013	-0.09905	NA	0.03065929	0.027027426	0.010645454
284	1.260254042	NA	-0.646559674	0.004133478	NA	4.44089E-16	NA	2.393597725	NA	-7.91E-03	NA	-0.041147408	NA	0.009985313	NA	-0.146239219	-0.065360468	NA	NA	-0.153037229	0.0070974	-0.670924081	-0.031980743
285	-0.004980832	0.0618	-0.004980832	-0.001477261	0.0212	0.009775	-0.0162	-8.45E-05	-0.0009	2.66E-03	0.0197	-0.017122344	-0.009	-0.052761054	-0.0324	-0.862321732	0.006560234	-0.0091	0.01605	5.03E-06	-0.048034158	-0.004980832	-0.047994882
286	8.88E-16	NA	8.88E-16	-0.015024536	NA	4.44089E-16	NA	8.88E-16	NA	8.88E-16	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.44E-16	NA	0.008816233	0.142034809
287	8.88E-16	0.0127	8.88E-16	-0.000455129	-0.02275	0.012174656	-0.02345	0.021533272	-0.00005	-3.57E-03	0.02395	-0.016854169	0.0298	-0.016270334	-0.0216	-0.661389457	-0.050403552	0.02975	-0.01165	-0.127249334	0.050103813	8.88E-16	-0.06883385
288	1.9655658	0.05725	0.924476602	-0.056720446	0.06065	0.06195	-0.0157	2.452129863	0.1942	7.89E-01	0.07495	0.183313795	-0.0055	-0.084267412	0.0224	1.218936507	0.133757839	0.0381	-0.04775	NA	0.123288411	0.490720152	0.019227991
290	0.45950342	-0.017	-0.399131467	0.000754651	0.00595	0.01845	-0.0023	0.657041928	-0.00515	-5.10E-01	0.0228	-0.052043807	0.00225	0.006625793	-0.00105	-4.569498669	-0.039183815	0.0124	0.02435	NA	-0.0252512	-0.850526445	-0.114614562
291	0.002520705	-0.00735	0.12037786	0.055022502	0.0329	0.077470499	-0.05115	-0.202051441	0.06135	2.13E-01	0.05425	0.198888631	-0.02225	0.187747151	-0.0121	-0.084607639	0.207979918	0.08085	-0.0762	0.267435752	0.109197349	0.201737488	0.019654186
292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.075893205	NA	-0.030409605	NA	0.33510899	0.14520857	NA	NA	NA	0.00478246	NA	-0.251328427
293	NA	0.02815	NA	NA	0.04055	0.017801853	0.03255	NA	0.02575	4.39E-02	0.06885	0.175129825	0.1556	0.18729542	0.0249	0.434767733	-0.06806658	0.06765	0.1517	-0.336862971	0.14052357	NA	-0.142783593
301	-0.338893747	NA	0.282013489	-0.079758232	NA	8.88178E-16	NA	-0.80663606	NA	-1.64E+00	NA	-0.065148899	NA	-0.044615025	NA	-4.911484855	-0.100941154	NA	NA	-0.072661086	0.001162121	-0.307605042	-0.036076135
302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.030939581	NA	0.111561279	NA	-2.538344207	-0.646845085	NA	NA	NA	0.261682663	NA	-0.049988057
306	0.11478953	NA	-0.382480771	-0.189153716	NA	4.44089E-16	NA	-1.049115653	NA	-1.99E-01	NA	-0.105170774	NA	-0.064830114	NA	0.207711638	-0.140902911	NA	NA	0.053273942	0.316414382	0.04920074	0.881851205
307	-0.042501827	0.0418	-0.355326859	-0.088285286	0.04645	-0.0459	-0.00865	-0.18159073	0.08775	1.46E-01	-0.1206	-0.214781425	0.008	-0.150688131	0.05345	1.033951694	-0.375296608	-0.09485	-0.05765	NA	-0.459686895	0.34845557	-0.237291947
308	-0.230509549	NA	-0.012293279	0.114221162	NA	0.019724659	NA	-0.667633138	NA	4.02E-03	NA	-0.1990519	NA	-0.05340267	NA	-1.510518374	-0.02451563	NA	NA	0.619256421	0.31514618	-0.032753276	0.360413608
