miRNA	N_COLON_1	N_COLON_3	N_COLON_4	N_COLON_5	N_PAN_1	N_KID_1	N_KID_2	N_KID_3	N_BLDR_1	N_PROST_1	N_PROST_2	N_PROST_4	N_PROST_6	N_PROST_7	N_PROST_8	N_UT_8	N_LUNG_1	N_LUNG_3	N_BRST_1	N_BRST_2	N_BRST_3	T_COLON_2	T_COLON_3	T_COLON_4	T_COLON_5	T_COLON_7	T_COLON_9	T_COLON_10	T_PAN_1	T_PAN_2	T_PAN_4	T_PAN_5	T_PAN_6	T_PAN_7	T_PAN_8	T_PAN_9	T_KID_1	T_KID_3	T_KID_4	T_KID_5	T_BLDR_1	T_BLDR_3	T_BLDR_4	T_BLDR_5	T_BLDR_6	T_BLDR_7	T_PROST_1	T_PROST_2	T_PROST_3	T_PROST_4	T_PROST_5	T_PROST_6	T_OVARY_1	T_OVARY_3	T_OVARY_4	T_OVARY_5	T_OVARY_6	T_UT_1	T_UT_2	T_UT_3	T_UT_4	T_UT_5	T_UT_6	T_UT_7	T_UT_8	T_UT_9	T_UT_10	T_LUNG_1	T_LUNG_2	T_LUNG_3	T_LUNG_4	T_LUNG_6	T_MESO_1	T_MESO_2	T_MESO_3	T_MESO_4	T_MESO_5	T_MESO_6	T_MESO_7	T_MESO_8	T_MELA_1	T_MELA_2	T_MELA_3	T_BRST_1	T_BRST_2	T_BRST_3	T_BRST_4	T_BRST_5	T_BRST_6
hsa-miR-19a-3p|MIMAT0000073	8.82433	9.49873	9.7534	9.31914	9.81069	10.2172	8.83312	9.36437	9.08393	10.1946	10.3671	9.88432	10.1224	9.23112	9.70275	8.7843	8.78436	9.46283	10.1883	10.1149	10.2922	7.56291	8.62756	9.79412	10.7393	9.26152	9.86142	8.226	8.93966	8.09158	8.60916	9.21586	6.91223	7.05379	7.24362	8.02839	7.23079	6.3226	5.01132	7.79777	10.8891	9.51715	8.70412	6.91411	5.5434	7.69164	7.4173	6.72959	6.28599	6.51294	8.94803	7.65105	7.88714	9.52735	9.55472	10.084	8.9396	9.14181	10.5528	10.0492	6.89594	8.25663	8.64702	7.04782	7.62592	10.2809	9.60062	6.87204	7.63729	6.90695	7.66674	6.55134	6.202	5.58881	6.43078	7.52577	6.19224	5	6.70218	5	9.20513	8.35966	9.64748	8.61608	7.98775	7.56962	8.11689	7.52489	8.27584
hsa-miR-203a-3p|MIMAT0000264	5.7816	5.3011	5.8904	5.76	5.322	6.243	5	5	5.1514	5.8299	6.9565	5.1698	5.4779	6.1769	5.6276	5	6.1821	6.338	5.3597	5.3611	5.1692	6.1724	6.1038	7.5833	7.524	5.8933	6.7274	6.1286	5.4334	5.037	6.8627	5.4318	6.2327	5	5.0104	5.6772	5	5	5	5	5.4666	7.3105	9.5293	5	5	5	5.1703	5.1185	5	5	5.3027	5	5	5	6.2946	6.55	6.0285	5	7.6363	7.3711	5	5	5	6.5068	5	6.7865	6.1062	5.1277	5	5	6.232	5.6454	5	5	5	5	5	5	5	5	5	5	5	5.1505	5	5	5.2663	5	5
hsa-miR-204-5p|MIMAT0000265	5.89748	5	5.32004	5.87162	6.52656	11.3136	11.0769	10.8783	5.76517	6.90008	7.89734	6.45157	7.14247	6.79756	8.2657	6.42015	5.9638	5.46922	6.7814	6.16297	6.92823	5.32439	5.55393	5	5.01896	6.69845	5.07607	5.23752	6.50247	5.07289	6.12962	6.06566	5	5.56265	6.07812	5.24018	5.7943	8.70207	8.30282	6.07412	5.90326	5.63546	5	5.25115	5	5.2224	6.20808	6.44964	6.2946	5.39746	6.70831	5.17609	5	5	5.11984	6.08567	5	6.60009	7.89363	5.92574	5	7.17666	6.66988	5.92189	5.81378	5.03363	6.28429	5.46679	5.32158	5.57863	5.32976	5.31985	5.02867	5	5.4813	5.22632	5	6.49381	5.6747	5	7.89134	6.08964	5.90724	5	5	5.15974	5.53378	5	5
hsa-miR-205-5p|MIMAT0000266	5	5	5	5	5	6.2644	6.08665	5.17519	5	12.191	12.2844	12.2924	12.1783	12.0796	12.1431	5	7.8621	9.09731	12.3545	12.1167	12.1899	5	5.14321	5	5	5	5	5.39868	5	5	7.41295	5	11.1423	5	5	5.42727	5	5	5	5	7.61426	12.0485	12.0956	8.9683	11.0038	11.9439	11.715	11.8555	11.6448	11.719	12.2501	8.13361	6.77893	8.16309	6.59508	9.40292	10.0371	6.40582	9.95823	11.6498	8.37649	5	5	8.49215	9.70549	5	11.1466	7.57926	6.00482	11.7771	7.68691	5	5	5	5	5	5	5	5	5	5	5	5	11.729	7.0803	10.4778	11.5665	5	6.75174
hsa-miR-210-3p|MIMAT0000267	7.65151	6.86296	7.52357	8.14358	6.86498	8.62091	7.13933	7.69267	7.71364	8.08488	8.02111	6.82829	7.28962	6.79756	7.71274	7.47961	7.37168	8.21712	6.75907	7.03825	6.67044	8.25925	8.20245	7.78625	8.65942	8.89327	7.92755	7.56469	8.09639	9.11272	8.9716	8.21405	7.03837	6.70743	5.51939	8.39772	5.98396	9.32002	7.13161	8.94322	10.9942	7.94457	8.93684	5.79172	5.43805	6.89483	6.57574	6.51616	5.90229	5.61086	6.61709	7.94868	7.41656	8.6155	9.87108	8.84649	7.43287	6.91519	8.51619	9.18174	8.19216	5.90436	6.60359	6.97453	6.71843	10.4717	9.0729	6.71676	7.52502	7.38507	8.55504	7.86156	8.09979	7.26961	6.82985	7.62076	8.77495	5.79149	6.96672	5.55855	6.95846	7.11651	6.85153	8.25386	7.77578	7.26408	6.21185	7.48293	7.45199
hsa-miR-214-3p|MIMAT0000271	9.85272	9.19725	9.8148	9.71898	8.61598	10.1337	8.79714	9.04436	10.348	10.8112	10.392	11.0385	11.2162	10.0603	10.9026	11.4545	8.71498	10.0496	11.3164	11.3655	11.194	9.252	11.0166	6.27168	8.76439	9.77874	9.10614	8.86343	9.99102	9.85602	11.0198	11.3127	9.88544	10.2345	10.8182	10.8581	5	7.42434	5.43261	6.11285	7.50042	9.10067	8.02355	9.1046	5	8.35991	8.99272	8.94178	8.40213	8.67695	9.56385	9.11245	5.90631	8.21713	10.181	11.1731	6.9963	9.49939	9.56185	7.65111	6.03425	9.63976	10.8415	8.06337	9.64608	10.1344	10.0004	8.37757	9.27961	8.4408	8.0651	9.73973	7.3506	5.08047	9.01675	8.94947	5.49517	5.81574	6.71122	5	7.40592	6.04559	6.95031	8.99146	7.84336	7.98175	7.55033	7.95137	9.27325
hsa-miR-219a-5p|MIMAT0000276	5	5	5	5	5.2283	5	5	5	5	5	6.3607	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5.14	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7.255	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
hsa-miR-221-3p|MIMAT0000278	9.16553	8.51486	9.29431	9.18508	8.13755	10.2055	8.5909	9.90091	10.4782	11.7844	11.8873	12.0347	11.9868	11.3175	11.5092	11.1799	10.0555	10.9303	10.4222	11.0065	10.7036	10.2345	9.96163	9.46644	10.2024	10.0342	9.46315	9.60908	10.2029	10.1298	11.622	10.3928	9.82594	9.61818	10.9276	10.2076	8.07019	8.49391	8.19235	7.08633	10.1045	10.9256	10.697	10.1467	5.82828	9.48262	9.9764	9.63835	9.95486	9.77073	11.5055	9.8343	8.61143	9.07292	11.8038	10.7407	10.0371	9.92543	10.134	10.0373	7.62637	11.5189	11.9679	10.1739	10.2922	9.17356	9.99685	9.18807	10.3608	9.47479	9.22107	9.68717	8.85778	10.505	8.59093	10.1986	10.4982	7.53456	9.82027	10.4796	9.62925	10.4143	9.86038	9.45046	11.266	7.80525	8.50717	9.12129	8.7012
hsa-miR-222-3p|MIMAT0000279	7.19035	5.85518	7.54866	7.01747	6.35974	8.18396	5.86822	6.22661	7.25195	9.47556	10.1564	9.62537	10.5179	9.27706	9.24995	9.12989	8.09838	8.07494	7.72029	7.98041	7.56894	7.63275	7.62215	7.38617	7.75805	7.28919	7.43515	7.89911	8.00655	8.96138	9.61205	9.09737	7.6825	7.75204	8.43147	8.27581	5.99956	6.17014	5.12002	5	8.08437	9.03723	7.35824	7.98319	5	7.61472	8.4419	8.08182	7.6268	7.67048	8.50959	7.31515	5.93648	6.65323	10.0874	8.56919	6.95224	7.59725	8.45217	6.79758	5.06619	9.15339	9.57619	6.76771	7.2455	6.39769	6.97395	7.27135	8.64144	7.48252	7.57284	6.6234	7.68597	7.78854	5.86385	6.74276	8.53824	6.29255	7.18696	7.3659	6.77769	8.64631	7.39617	7.19734	9.06481	6.22029	6.00326	6.21895	5.97449
hsa-miR-223-3p|MIMAT0000280	7.00472	6.92372	7.9876	8.38312	6.85676	8.18606	7.15363	7.17519	7.21305	7.63089	8.26816	8.01505	7.9233	7.61264	7.42187	5.96161	7.61393	9.55484	7.4628	7.21939	7.21565	8.31978	7.8256	5.82188	8.94133	6.40023	8.23023	8.28271	8.71155	9.86308	10.8141	9.64057	5.72481	7.05949	7.61371	5.66076	5.21528	5	5	6.78133	7.65166	8.23298	8.45651	7.11364	5	6.04003	6.86666	6.5483	6.09211	5.91829	7.17544	7.34219	6.51145	6.80563	5.5673	6.62541	5	5.99943	9.09573	7.2244	6.35186	5.16507	5.28617	5	8.43464	6.12424	8.19056	6.51708	9.02083	7.4087	7.49065	5.9468	6.34136	5.52627	5.59903	6.44019	5.05069	5	6.19665	6.98176	5.84695	7.71735	6.18477	5.42256	5.3938	5.79865	5.5558	5	7.04102
hsa-miR-33a-5p|MIMAT0000091	8.73694	8.80459	9.35957	9.1515	8.93068	9.95255	8.72141	9.25372	9.78948	10.7259	10.0062	10.3116	10.1827	9.14369	9.7775	9.90818	9.44642	10.4189	10.1457	10.4257	9.83644	8.97339	9.22099	8.53445	9.20529	9.43324	8.76318	8.27315	8.81628	8.08172	9.73276	8.88556	7.97493	8.50647	8.61143	9.08741	5.54786	6.21537	5	9.56531	9.46662	8.9357	9.39794	8.6087	6.53831	8.06538	5.75723	5.37715	5.517	5	9.12864	8.4894	6.98538	7.09257	9.08107	9.44453	8.758	9.35119	9.15875	9.89598	8.00158	9.35553	10.4378	6.96036	8.42918	9.35423	9.98687	5.50526	5.5725	5.28841	5.94149	5	5	6.12938	5	5.99273	6.98605	5	6.30218	5	5.83401	7.88923	7.67181	9.0628	8.82007	8.80689	8.55853	7.69175	9.96005
hsa-miR-188-5p|MIMAT0000457	5	5	5	5	5	7.0473	5.4897	5.7446	5	5	5.5936	5	5.0526	5	5	5.6927	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5.1588	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5.2377	5	5	6.67	5	5	5	5.1442	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5.035	5	5
hsa-miR-193a-3p|MIMAT0000459	11.1616	11.2865	11.3822	11.4042	10.7257	11.2743	10.8842	11.2074	11.5417	11.6744	11.4945	11.7313	11.7579	11.3756	11.5697	11.8697	10.9899	11.4998	11.739	11.8137	11.7659	10.5026	11.3809	8.68228	10.6445	11.2663	10.6847	10.6261	11.1573	10.5159	11.1414	11.5579	10.6927	10.8796	10.624	11.231	8.61521	9.1935	8.58789	9.23419	10.5357	9.62345	9.62181	10.9336	6.53831	10.1118	9.07484	9.3185	8.83302	9.63212	11.5554	10.4685	10.3413	11.3522	11.8064	11.7853	10.4975	10.668	10.9949	11.4257	10.8431	11.2541	11.6217	9.0534	10.9531	11.2202	11.5656	9.08785	9.64377	8.88444	9.44055	9.50992	10.3219	11.3876	10.3477	11.1345	11.8652	9.58569	11.8815	7.31181	9.22199	10.5638	10.8746	11.7069	11.7175	11.6394	11.8848	10.7184	11.6893
hsa-miR-198|MIMAT0000228	5	5	5.1336	5.436	5	6.7731	6.1278	6.319	5	5	6.053	5	5.1131	5	5	6.3088	5	5	5.8358	5.964	5.5306	5	5	5	5	5	5	5	5	5	5	5.113	5	5	5	5	5	5	5	5	5.5035	5	5	5	5	5	5	5	5	5	5	5	5	5	5.6529	5	5	5.751	6.9428	5.0007	5	5.487	6.1627	5	5	5.1614	5.6081	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
hsa-miR-200a-3p|MIMAT0000682	10.4401	10.432	10.7378	10.769	10.5391	10.9026	10.4014	10.4386	10.9284	10.9517	10.5616	10.0346	10.0689	10.0134	10.521	5.93686	8.27713	10.0121	10.1539	10.5662	10.225	9.80652	10.1577	10.671	11.4274	9.68206	9.98766	10.0556	10.1111	9.93118	10.9356	9.07166	9.91223	10.108	9.81227	11.7729	8.59824	6.71472	6.51012	5.55392	11.8053	9.7985	9.15497	8.19686	8.23128	8.892	8.33958	8.50989	7.19691	7.79276	9.02741	8.87917	8.76219	9.51121	10.9939	10.2437	10.3209	8.80678	10.6323	11.6517	10.4127	5.9388	7.04772	8.4773	9.3034	11.3415	11.058	8.56965	7.88746	8.05025	7.95206	7.85369	5.55623	5.17668	5.51022	5.68169	6.16502	5.21263	5.6277	5	5	5.85454	5.49947	10.6663	10.2543	9.70554	9.91921	9.49119	9.82732
hsa-miR-206|MIMAT0000462	5	5	5	5	5	5	5	5	5	10.0185	8.91271	5	5.48554	5	10.3308	5.26178	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6.21528	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5.90076	5	5	5	5	5	5	5	5	5	5	5	5	5	6.0325	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
hsa-miR-208a-3p|MIMAT0000241	5.2891	5.2307	5.561	5.8945	5.9784	5.7238	5.3277	5.1279	5.547	5.9849	6.7005	5.2388	5.1712	5.6003	5.8444	5.6927	6.9566	6.7754	5.6828	5.4725	5.6145	5.1483	5.7929	5.2717	5.7389	5.5329	5.5067	5.1976	6.2448	5.3966	5.849	6.025	5.5663	5	5.5483	5.9321	5.5048	5.1516	5.2848	5.5111	6.1243	5.8703	5.0553	5.5287	5.3478	5.4551	5.8186	5.0162	6.1311	5	5.4537	5.5911	5.5115	5.0245	5.5593	5.7902	5.0908	6.6058	7.8464	6.9209	5.308	5.487	6.1127	5.0523	6.5168	5.8023	6.903	5.8794	5.5373	6.1047	5.7769	5.5318	5.6238	5	5	5.0694	5.4395	5.3683	5	5.2955	5.1481	5.2632	5.6177	5.1091	5.0719	5.7719	5.9626	5.4591	5.3895
hsa-miR-212-3p|MIMAT0000269	5	5	5	5	5	5	5	5	5	5	6.1267	5	5	5	5	5	5	5	5	5.4937	5	5	5	5	5	5	5	5	5	5	5	5.0332	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6.9219	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
hsa-miR-216a-5p|MIMAT0000273	5	5	5	5	10.9763	5	5	5	8.68215	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6.89286	6.79026	6.05341	5.6399	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5.78232	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
hsa-miR-218-5p|MIMAT0000275	5.9341	5.6988	6.1211	5.9095	6.0552	7.8895	6.5515	6.7908	5.4401	6.6422	7.1716	6.3554	6.9289	6.0369	6.8776	6.9268	6.9851	7.4868	7.1848	7.081	6.6226	5	5.4738	5	5.3324	5	5.1148	5	6.3232	5.224	6.931	6.9661	5	5.0708	5.6046	5.3053	5	5	5	5	5.39	5.5019	5	5.0396	5	5.0804	5.1585	5.0919	5.517	5	6.1805	5.5185	5	5	5.1944	5.2497	5	6.0123	7.8684	6.3042	5	5.4493	5.9515	5	5	5.0989	5.8969	5.1762	5.3624	5	5.5217	5	5.0439	5	5	5.921	5.0357	5	5.5791	5	5.0169	5	5	5	5	5.2496	5.1408	5	5.3638
hsa-miR-34a-5p|MIMAT0000255	8.22033	8.43363	8.58322	8.7412	9.77667	10.4721	7.60241	9.23292	9.21884	9.99819	10.638	10.5218	10.8122	9.89614	9.38102	8.3922	8.6893	9.82141	10.0123	9.86341	10.0515	8.37861	8.31218	6.97608	8.96973	9.05727	8.0907	8.51415	9.74042	9.22202	10.2444	10.025	7.98367	8.96486	7.89113	9.16764	6.37528	7.52298	5.54087	9.32256	9.93731	9.6577	7.70828	6.88271	5.57356	8.10871	8.00845	6.60583	5.92466	6.44881	8.96514	8.50743	7.71076	8.36329	8.90041	8.18721	7.10089	8.91405	9.60065	9.6387	6.75606	9.71371	11.452	6.46732	7.47232	9.72531	9.23397	8.03705	8.9739	7.4159	9.13943	7.85842	8.57079	6.80745	7.57733	9.33118	7.6207	5.96413	8.26735	5	7.278	10.7001	10.5816	7.46147	7.7496	7.83621	8.20838	7.48293	8.47172
hsa-miR-211-5p|MIMAT0000268	6.1481	5.5037	5.9575	5.6746	6.2784	7.6116	6.2605	6.1576	5.7588	6.1528	7.4743	6.0131	5.775	5.835	6.234	6.1326	6.1573	5.8645	6.3114	6.0188	5.9478	5.4021	6.0587	5.6442	5.8857	5.7828	5.5183	5.7416	5.8799	5.3824	6.2264	6.1052	5	5.4017	6.0379	5.7877	5.5121	5.7824	5.8383	5.4594	5.9215	5.5535	5.2229	5.9947	5	5.6818	5.941	5.6746	5.9135	5.2547	5.5594	5.9736	5.166	5	5.433	6.0587	5	6.2335	8.0524	5.821	5	5.7958	6.0675	5.07	5.9267	6.0067	5.8411	5.7331	5.6487	5.533	5.8984	5.3736	5.2155	5	5.0721	5.4012	5.5061	5	5	5	5	5.2535	8.0465	5.632	5.6265	5.6452	5.2663	5.6226	5.7443
hsa-miR-215-5p|MIMAT0000272	11.5517	11.368	11.4026	11.8003	10.5286	11.4657	10.8114	10.6396	10.8497	6.56391	7.21955	7.33973	6.54901	5.84556	6.5336	6.24977	6.68063	6.3886	6.64434	6.58243	6.51756	9.24147	8.96896	10.7826	11.0553	10.9659	11.1112	10.3457	9.68061	10.059	10.9149	9.7406	8.52978	10.2055	8.85103	10.9626	5.23299	7.24184	5.55814	5.4136	7.94403	5.93651	5.13656	5.32569	5	5.37621	5.99522	6.10528	5.80918	5	6.10197	5.57819	5	5.72213	5.93343	5.9455	5.94101	6.00373	7.7707	6.25151	5.05562	6.09352	6.35226	5.7999	6.11544	8.30111	6.35689	5.55195	5.97882	5.61034	5.76091	5.87405	5.78696	5.24485	5	5.55715	5.4842	5.05859	5.28411	5	5.20952	5.24381	5.39422	5.68934	5.81334	5.92528	5.5558	6.21895	5.89127
hsa-miR-217|MIMAT0000274	5	5	5	5	11.3146	5	5	5	9.35434	5	5.36885	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7.62053	7.36441	6.202	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6.7629	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
hsa-miR-199a-5p|MIMAT0000231	11.0691	10.7701	11.38	10.7895	9.8196	11.2779	10.3061	10.3075	10.8465	11.2062	11.137	11.536	11.4842	11.0542	11.1541	11.6142	9.96959	11.077	11.5451	11.5707	11.5697	10.3448	10.6177	8.32386	10.0569	10.8947	10.0868	10.2065	11.1972	11.1305	11.505	11.6409	10.7481	11.1611	11.3809	10.9476	5	7.54086	6.24798	7.22538	8.33486	10.0942	8.73708	9.56485	5	9.71024	8.71799	8.7204	8.08468	8.57318	10.0317	10.1621	7.57834	9.92814	10.8403	11.4497	8.80675	10.1544	11.2277	9.79528	7.10002	10.5451	11.1445	9.12182	10.3769	10.6074	10.9363	9.33682	10.1526	9.3615	9.50238	10.2631	9.09063	6.03627	10.2547	10.5115	6.39329	5.62309	8.02047	5	8.77853	8.21551	7.83007	9.60743	8.53335	9.06113	9.11039	8.19461	9.79485
hsa-miR-197-3p|MIMAT0000227	8.224	7.5906	8.0149	8.5978	8.1157	8.8834	7.6636	7.7208	7.997	8.9465	9.1739	8.894	9.2099	8.0976	8.5738	9.1096	8.3784	9.1648	9.2162	9.2305	9.0417	6.853	8.0391	5.5729	7.3786	7.9923	7.2838	6.9953	7.6283	7.2359	8.2339	9.1588	7.0781	7.5586	8.0581	7.8009	6.1746	6.8499	5.8523	5.7324	8.0925	7.323	6.7828	6.3048	5	6.9985	7.7513	7.3522	5.7225	6.8926	7.3097	7.2309	6.3713	7.1465	6.9303	8.0553	6.8237	7.9734	8.481	7.2987	5.5304	7.8601	7.8465	6.0253	6.8874	8.2445	7.906	7.7651	8.14	7.2527	7.6244	6.3559	7.9559	5.9367	6.7521	7.2935	6.6987	6.1568	5.9285	5	6.7573	6.4979	7.3547	7.3855	6.7372	6.3792	6.3188	5.5966	7.1066
hsa-miR-195-5p|MIMAT0000461	11.02	10.7289	11.0191	11.033	10.5673	10.9858	10.4792	10.4009	9.80688	11.5227	11.0221	11.2191	11.3998	10.8635	11.2282	11.4096	10.4506	11.0555	11.6323	11.6741	11.6595	7.83804	9.10879	6.72171	8.88424	8.63856	8.57349	9.06719	9.45231	9.39039	10.5932	11.1166	6.69532	9.1315	9.97438	9.82051	7.64527	9.43107	6.41375	6.75096	9.40751	8.34201	6.92687	8.5687	5	8.63519	9.86075	9.45943	8.59054	9.32854	9.89309	8.88837	7.01395	6.88122	8.2849	10.2437	7.13084	9.90344	10.4063	9.94277	5.22555	6.4007	10.8917	6.94125	9.43737	10.0997	10.9049	8.41405	9.27895	8.27462	8.73769	7.43392	8.22813	6.73819	8.67632	9.05739	6.42232	6.67703	7.90105	5	7.76922	6.49788	6.98178	8.74898	8.91265	8.43347	7.05057	5.01163	9.96193
hsa-miR-194-5p|MIMAT0000460	11.5861	11.4992	11.5391	11.7961	9.66717	11.6018	11.3022	11.3378	9.96777	6.47794	7.49675	6.8637	6.32844	5.82442	6.28848	6.07027	6.7568	6.23106	6.41217	6.33781	6.05377	9.69224	9.3916	10.3405	11.5169	10.9117	11.3512	10.829	9.79373	10.0806	11.2085	9.26904	8.0181	9.19686	8.80179	10.745	5	7.54441	5.29511	5.00373	7.94626	5.59504	5	5	5	5.20426	5.45284	5	5.11174	5	5.2647	5.25951	5	5	5	5.67064	5	6.40582	8.11194	5.56728	5	5.71867	5.69556	5	5	8.36886	6.1271	5.84979	6.20309	5.3942	5.72849	5.10353	5.65399	5	5	5	5	5	5	5	5	5.05673	5	5	5	5.29725	5	5	5.24177
hsa-miR-190a-5p|MIMAT0000458	5.4241	6.1182	7.1043	6.2239	5.8385	9.3107	8.3427	8.2378	5.2542	5.7948	5.8704	5	5.1712	5.8403	5.5405	5.5433	5	5	6.8099	6.6969	6.5044	5	5	6.4068	5.6457	5	5	5	5.3757	5	5.413	5.528	5	5	5	5	5.1234	5	5	5	6.2668	5	5	5	5	5	5	5	5	5	5	5	5	5.6532	5	5.1381	5	5	7.7233	5.9823	5	5.4777	5	5	5	5.3011	6.3745	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5.5114	5	5
hsa-miR-186-5p|MIMAT0000456	6.8765	6.775	7.2414	7.3614	7.1143	8.6001	6.2919	6.5873	6.8392	8.064	8.6202	7.9299	8.2407	6.6188	7.9753	7.7015	7.0471	7.1697	7.4724	7.9991	7.3342	5.2227	6.4874	5	7.1213	6.1048	6.5859	5.7416	7.7383	5	7.7653	7.2568	5.1357	5.4458	5.6498	5.2622	5	5	5	5	8.8859	7.3377	5.3391	5.184	5	5.7585	6.386	5.0784	5.1502	5.0169	6.8497	5.6541	5	5.5809	6.2554	7.2733	6.5409	7.6142	8.9306	7.0412	5	8.6053	7.8176	5	6.5373	8.3636	7.6006	6.3918	6.6005	5.5657	6.2377	5.264	6.7029	5	5	5.9302	5	5	6.0475	5	6.2875	7.1324	8.3099	5.8655	6.2617	6.7787	5.9037	5	6.2836
hsa-miR-30a-3p|MIMAT0000088	7.20893	6.00196	7.11282	6.92373	8.15944	10.2284	9.32745	9.69671	7.6893	8.10773	8.04923	7.56599	8.10428	7.18154	7.76678	7.34335	7.75458	8.22258	8.24611	8.39875	7.94895	5.98671	7.62463	5.50771	6.21418	6.60721	7.28305	6.17827	7.99117	6.55924	8.09363	7.9318	5.55932	7.17354	7.48545	7.19182	8.2786	7.12079	6.64838	5.75679	7.66341	6.45525	5.40975	5.75976	5	5.75106	6.53097	5.96413	5.66118	6.09477	6.80677	5.91168	5.64712	5.58871	6.29513	6.98658	5.72519	6.63186	7.86132	7.16104	5	6.31888	6.65369	6.39006	6.22461	6.89399	7.09005	6.47662	6.6963	5.90286	6.01507	5.41216	6.70116	5	5.68375	6.22167	5.94629	5.51622	5.35222	5	5.11237	5.65943	5.76713	6.5897	7.7604	7.00902	6.13114	5.33666	6.68406
hsa-miR-29c-3p|MIMAT0000681	11.8593	12.0188	11.9226	11.9049	11.8425	11.9383	11.9395	11.9954	11.8035	12.0855	12.0517	12.1054	12.0147	11.9283	12.1681	11.9403	12.1303	11.9912	11.99	11.9816	11.8746	11.2749	11.3014	11.0819	11.4025	11.4888	11.501	11.6494	12.0257	11.7382	11.8606	11.9413	11.1723	11.5641	11.6743	11.9794	10.8178	10.352	8.69055	11.7615	12.0321	11.4874	10.982	11.4636	9.24431	11.4355	10.7548	10.5832	9.86638	10.7858	11.8962	11.5569	9.98752	10.7204	11.4712	11.5918	11.6427	11.6808	11.9355	11.0262	9.45999	11.9038	11.9197	8.95077	10.1044	11.9428	11.2882	10.7198	11.1764	9.81116	11.0071	10.8495	10.8795	9.87415	10.6774	10.7998	11.1966	7.26038	10.8051	6.83585	10.8022	10.7554	10.0122	11.5678	12.0745	11.5367	12.094	11.4987	11.3639
hsa-miR-98-5p|MIMAT0000096	7.9919	6.5559	7.3806	7.1059	8.1084	8.9551	7.6508	7.7268	7.6242	8.9677	9.3296	8.3074	8.9231	7.7592	8.5804	9.7095	6.9385	8.6431	9.0558	9.3175	9.1316	6.6658	8.3425	6.5926	7.0426	7.1179	7.0189	6.8462	7.2428	6.9568	8.689	8.2286	6.2045	7.1575	7.7485	7.2761	6.2184	7.2222	6.5627	6.6494	8.2479	6.9926	6.8608	7.0682	6.3089	6.9502	6.8678	6.7259	6.6103	6.307	6.5775	6.8221	6.0271	6.626	6.6914	8.0589	6.6212	7.223	8.7752	8.6693	6.2556	7.4084	8.1429	6.3901	6.7681	8.0247	7.7285	7.2404	7.1779	6.98	7.2793	6.4839	7.0531	5.7228	6.6887	7.1743	6.3401	5.3318	6.0488	5.0589	6.1401	6.5307	6.578	6.679	6.4532	6.8191	6.2971	6.8169	7.6299
hsa-miR-96-5p|MIMAT0000095	6.80848	5.86522	5.9429	6.21566	7.70255	7.07	6.18268	6.38791	6.80979	7.39567	7.54598	7.2453	7.10139	6.77375	6.87671	6.25565	6.02146	6.29337	7.21425	6.96201	6.91484	6.18042	7.82221	6.07064	7.17315	6.57303	6.93826	6.31714	6.94615	6.50455	7.85792	6.65781	5.90124	5.9911	6.17601	6.40362	5	5	5	5.51048	10.056	7.22231	5.67556	5.75134	5.52489	6.46586	5.29807	5	5	5.21485	6.37569	6.80662	5	6.28138	6.94085	6.86677	6.73768	6.20526	8.35882	8.5302	5	5.45113	6.00225	6.81767	6.03113	7.92619	7.66112	5.74937	5.86328	5.53802	5.86028	6.80404	5.85363	5	5.18538	6.1253	6.26206	5	5.77037	5	5.36793	5.37227	5	7.27352	8.45579	6.59672	6.99081	6.02681	6.5558
